job,marital,education,default,age,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
admin.,divorced,secondary,no,34,961,no,no,cellular,5,apr,137,2,430,2,failure,no
management,single,unknown,no,29,560,no,no,cellular,5,apr,459,1,307,1,failure,yes
management,married,tertiary,no,30,102,yes,no,cellular,5,apr,470,7,426,3,other,yes
blue-collar,married,primary,no,50,82,no,no,telephone,5,apr,456,1,-1,0,unknown,yes
technician,single,tertiary,no,30,2325,no,no,cellular,5,apr,270,3,241,4,other,no
unemployed,married,tertiary,no,50,377,no,no,cellular,6,apr,283,1,319,3,failure,no
management,single,secondary,no,32,1088,yes,no,cellular,6,apr,317,1,363,2,success,yes
student,single,tertiary,no,27,13107,yes,no,cellular,6,apr,661,1,314,2,failure,yes
self-employed,single,tertiary,no,33,562,yes,yes,cellular,6,apr,196,1,363,1,failure,yes
retired,married,secondary,no,80,8304,no,no,telephone,6,apr,681,1,118,11,success,no
management,single,tertiary,no,33,718,yes,no,cellular,6,apr,122,1,98,2,success,yes
retired,married,unknown,no,57,230,no,no,cellular,6,apr,177,2,210,3,failure,yes
admin.,married,primary,no,58,1119,no,no,cellular,6,apr,122,4,341,2,failure,no
technician,single,tertiary,no,27,-67,yes,no,cellular,6,apr,604,3,236,2,failure,yes
admin.,married,secondary,no,37,0,yes,no,cellular,8,apr,208,3,349,2,failure,no
management,married,tertiary,no,55,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown,yes
entrepreneur,married,tertiary,no,46,9,no,no,cellular,8,apr,126,6,-1,0,unknown,no
retired,divorced,primary,no,78,1389,no,no,cellular,8,apr,335,1,-1,0,unknown,yes
technician,divorced,unknown,no,43,4389,no,no,cellular,8,apr,618,1,-1,0,unknown,yes
management,married,tertiary,no,34,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
management,single,tertiary,no,36,579,no,no,unknown,12,apr,481,1,-1,0,unknown,yes
technician,single,secondary,no,36,12264,no,no,cellular,12,apr,158,2,-1,0,unknown,yes
retired,married,primary,no,69,2398,no,no,cellular,12,apr,161,1,186,1,failure,no
management,single,tertiary,no,31,3289,no,no,cellular,12,apr,235,1,314,1,failure,no
technician,married,tertiary,no,50,0,no,yes,cellular,12,apr,337,1,258,6,failure,no
technician,single,tertiary,no,29,218,yes,no,cellular,12,apr,169,1,-1,0,unknown,no
retired,divorced,secondary,no,73,7111,yes,no,cellular,12,apr,284,1,182,1,success,no
self-employed,single,tertiary,no,33,658,yes,no,cellular,12,apr,93,1,173,2,success,no
management,single,tertiary,no,26,1646,no,no,cellular,12,apr,524,4,206,5,success,yes
management,single,tertiary,no,29,502,no,no,cellular,12,apr,366,2,199,3,other,no
admin.,single,secondary,no,27,1327,no,no,cellular,12,apr,339,1,241,9,other,no
entrepreneur,divorced,tertiary,no,51,2109,no,no,cellular,12,apr,119,1,181,2,success,no
retired,divorced,secondary,no,71,3104,no,no,telephone,12,apr,271,1,187,1,failure,no
student,married,tertiary,no,29,10596,yes,no,cellular,12,apr,143,1,-1,0,unknown,no
student,single,tertiary,no,25,293,no,no,cellular,12,apr,231,1,-1,0,unknown,no
retired,married,secondary,no,62,2917,no,no,cellular,12,apr,147,1,188,1,success,no
technician,married,secondary,no,33,5083,no,no,cellular,12,apr,175,1,-1,0,unknown,no
technician,married,secondary,no,35,2201,no,no,telephone,12,apr,350,1,-1,0,unknown,yes
admin.,single,secondary,no,29,1992,no,no,cellular,12,apr,119,2,-1,0,unknown,no
blue-collar,single,unknown,no,35,484,no,no,cellular,12,apr,143,2,186,1,failure,no
admin.,married,secondary,no,31,1229,no,no,cellular,12,apr,176,1,-1,0,unknown,yes
technician,married,secondary,no,56,147,no,no,cellular,12,apr,203,1,-1,0,unknown,no
unemployed,single,primary,no,25,129,no,no,cellular,12,apr,176,3,-1,0,unknown,yes
housemaid,married,secondary,no,80,499,no,no,telephone,13,apr,224,2,393,4,failure,no
self-employed,divorced,tertiary,no,62,6,yes,no,cellular,13,apr,103,1,182,3,success,yes
admin.,married,secondary,no,49,197,yes,no,cellular,13,apr,223,1,182,2,failure,yes
management,single,tertiary,no,30,3779,no,no,cellular,13,apr,1093,1,-1,0,unknown,yes
management,married,tertiary,no,62,0,no,no,cellular,13,apr,113,3,182,3,failure,no
blue-collar,single,secondary,no,25,1857,yes,no,cellular,13,apr,295,4,187,6,success,yes
management,single,tertiary,no,32,2016,no,no,cellular,13,apr,232,1,348,1,success,yes
management,single,tertiary,no,36,436,no,no,cellular,13,apr,567,1,595,2,failure,yes
technician,married,tertiary,no,40,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
management,married,tertiary,no,38,413,no,no,cellular,13,apr,240,1,179,2,failure,yes
technician,single,tertiary,no,35,670,no,no,cellular,13,apr,278,4,182,2,success,yes
blue-collar,single,primary,no,45,116,no,no,unknown,13,apr,122,1,-1,0,unknown,yes
blue-collar,single,primary,no,25,4599,no,no,telephone,13,apr,120,6,-1,0,unknown,no
management,single,unknown,no,36,62,no,no,cellular,13,apr,398,2,-1,0,unknown,yes
student,single,secondary,no,23,107,no,no,cellular,13,apr,256,5,181,2,success,yes
technician,married,secondary,no,38,497,no,no,unknown,14,apr,173,1,-1,0,unknown,yes
services,married,primary,no,44,2557,yes,no,cellular,14,apr,250,1,181,8,success,yes
retired,married,secondary,no,70,1310,no,no,cellular,14,apr,318,1,181,1,failure,no
management,single,tertiary,no,35,2646,no,no,cellular,14,apr,133,8,183,2,success,yes
self-employed,married,tertiary,no,35,1178,yes,yes,cellular,15,apr,220,2,183,5,failure,no
retired,married,secondary,no,75,3771,no,no,telephone,15,apr,185,1,181,2,success,yes
technician,single,tertiary,no,26,1066,no,no,cellular,15,apr,200,1,-1,0,unknown,yes
management,married,tertiary,no,51,469,no,no,cellular,15,apr,200,1,181,2,success,yes
technician,married,secondary,no,59,1,no,no,cellular,15,apr,159,2,378,3,failure,yes
management,single,tertiary,no,30,232,no,no,cellular,15,apr,141,1,-1,0,unknown,yes
blue-collar,married,primary,no,36,1177,no,no,cellular,15,apr,330,1,311,4,success,yes
technician,married,secondary,no,39,603,no,yes,cellular,15,apr,214,1,-1,0,unknown,yes
management,single,tertiary,no,24,736,yes,no,cellular,15,apr,442,2,246,2,other,yes
retired,married,primary,no,62,1515,yes,no,cellular,15,apr,98,4,178,3,failure,no
student,single,unknown,no,33,2321,no,no,cellular,15,apr,699,2,381,2,failure,no
services,single,secondary,no,22,129,no,no,cellular,15,apr,218,2,181,1,success,yes
management,married,tertiary,no,36,-115,yes,no,cellular,16,apr,297,4,182,2,other,yes
management,divorced,tertiary,no,35,649,no,no,cellular,16,apr,177,1,-1,0,unknown,no
management,single,tertiary,no,22,104,no,yes,cellular,16,apr,330,3,-1,0,unknown,yes
blue-collar,single,secondary,no,31,4,no,no,cellular,16,apr,148,2,182,3,other,no
student,single,secondary,no,21,546,no,no,unknown,17,apr,94,1,-1,0,unknown,no
management,married,tertiary,no,34,589,no,no,cellular,19,apr,125,2,-1,0,unknown,yes
admin.,married,tertiary,no,35,690,no,no,cellular,19,apr,131,2,185,1,failure,no
technician,single,secondary,no,34,1313,no,no,cellular,19,apr,237,4,-1,0,unknown,no
student,single,unknown,no,21,330,no,no,cellular,19,apr,232,3,364,2,failure,no
retired,married,secondary,no,57,3738,yes,no,cellular,19,apr,220,1,367,7,success,no
student,single,primary,no,22,3472,no,no,cellular,19,apr,529,1,181,4,success,yes
services,single,secondary,no,27,453,no,no,cellular,19,apr,142,2,-1,0,unknown,yes
retired,married,secondary,no,73,2850,no,no,cellular,19,apr,184,2,185,3,failure,no
management,married,tertiary,no,57,2845,yes,no,telephone,19,apr,1143,5,-1,0,unknown,yes
entrepreneur,married,primary,no,60,2408,no,no,telephone,20,apr,102,4,-1,0,unknown,no
student,single,tertiary,no,30,7529,no,no,cellular,20,apr,175,6,183,1,success,yes
unemployed,divorced,secondary,no,55,309,no,no,cellular,20,apr,167,1,181,3,success,yes
management,single,tertiary,no,36,3669,no,no,cellular,20,apr,166,1,376,1,other,no
blue-collar,divorced,secondary,no,38,0,yes,no,telephone,20,apr,162,1,181,5,success,yes
blue-collar,single,secondary,no,39,1672,yes,no,cellular,20,apr,462,1,648,1,failure,yes
retired,married,tertiary,no,74,4912,no,no,telephone,20,apr,268,2,181,3,failure,no
technician,single,secondary,no,38,1711,no,no,cellular,20,apr,379,3,202,1,success,yes
admin.,divorced,secondary,no,31,2980,no,no,cellular,20,apr,930,4,292,2,other,no
self-employed,married,tertiary,no,43,3157,no,no,cellular,21,apr,381,2,330,17,other,no
admin.,single,secondary,no,24,1295,no,no,cellular,21,apr,476,1,-1,0,unknown,yes
student,single,secondary,no,30,2046,no,no,telephone,21,apr,595,3,254,1,failure,yes
housemaid,divorced,primary,no,42,273,no,no,cellular,21,apr,354,1,-1,0,unknown,no
blue-collar,single,tertiary,no,29,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
student,single,unknown,no,25,722,no,no,telephone,21,apr,623,2,-1,0,unknown,yes
housemaid,single,primary,no,31,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes
technician,married,secondary,no,52,371,yes,yes,cellular,21,apr,224,2,182,1,success,yes
entrepreneur,married,secondary,no,58,496,no,no,cellular,22,apr,132,1,-1,0,unknown,yes
management,married,secondary,no,51,335,no,no,cellular,22,apr,234,1,-1,0,unknown,no
management,single,tertiary,no,26,194,no,no,cellular,22,apr,407,2,-1,0,unknown,yes
retired,divorced,secondary,no,64,4833,no,no,cellular,22,apr,247,2,251,1,failure,no
technician,married,unknown,no,62,635,no,no,cellular,22,apr,292,4,247,1,other,no
management,married,tertiary,no,62,997,no,no,cellular,22,apr,554,1,304,2,success,yes
retired,divorced,primary,no,76,2693,no,no,cellular,23,apr,109,5,184,2,success,no
technician,married,tertiary,no,40,206,no,no,cellular,23,apr,499,6,185,4,success,yes
retired,married,secondary,no,76,820,no,no,telephone,23,apr,263,4,-1,0,unknown,yes
admin.,single,secondary,no,31,410,no,no,cellular,23,apr,342,1,-1,0,unknown,yes
retired,married,secondary,no,61,483,no,no,cellular,23,apr,164,1,-1,0,unknown,no
self-employed,married,secondary,no,42,1216,yes,no,cellular,23,apr,296,1,521,1,failure,yes
technician,single,unknown,no,43,11115,no,no,cellular,23,apr,291,1,182,3,success,yes
retired,married,primary,no,73,796,no,no,cellular,23,apr,888,1,182,3,success,yes
management,divorced,tertiary,no,41,5037,no,no,cellular,23,apr,252,9,185,5,other,yes
admin.,single,secondary,no,31,81,yes,no,cellular,23,apr,215,2,165,11,other,no
management,married,unknown,no,77,1780,yes,no,cellular,23,apr,361,2,182,5,success,yes
admin.,divorced,primary,no,46,429,yes,no,cellular,26,apr,465,2,369,2,success,yes
retired,divorced,primary,no,80,5861,no,no,telephone,26,apr,92,8,-1,0,unknown,no
technician,married,secondary,no,35,2779,no,no,cellular,26,apr,182,2,186,2,success,yes
management,married,tertiary,no,36,2183,yes,no,cellular,26,apr,116,2,-1,0,unknown,no
management,married,tertiary,no,31,3160,yes,no,cellular,26,apr,688,2,-1,0,unknown,yes
technician,single,tertiary,no,41,431,no,no,cellular,26,apr,128,2,186,3,success,no
management,single,tertiary,no,26,222,no,no,cellular,26,apr,192,1,334,1,failure,yes
blue-collar,married,secondary,no,46,1723,no,no,cellular,26,apr,102,3,192,4,other,no
blue-collar,single,secondary,no,45,0,yes,no,cellular,26,apr,1472,1,192,4,failure,yes
housemaid,married,primary,no,60,182,no,no,cellular,26,apr,166,5,181,5,failure,no
admin.,divorced,secondary,no,41,3823,no,no,cellular,26,apr,234,10,-1,0,unknown,no
management,single,tertiary,no,29,1445,no,no,cellular,26,apr,328,2,143,2,success,yes
retired,married,secondary,no,70,2815,no,no,cellular,26,apr,125,2,182,1,failure,no
technician,single,tertiary,no,30,655,no,no,cellular,26,apr,212,1,202,2,success,yes
management,married,tertiary,no,34,115,yes,no,cellular,26,apr,117,3,-1,0,unknown,no
technician,married,tertiary,no,35,0,yes,yes,cellular,26,apr,135,3,363,2,failure,no
unemployed,single,tertiary,no,26,77,no,no,cellular,26,apr,175,1,-1,0,unknown,yes
admin.,single,secondary,no,32,154,yes,no,cellular,26,apr,135,1,521,2,failure,no
admin.,single,secondary,no,34,607,no,no,cellular,26,apr,449,1,326,3,other,no
retired,married,unknown,no,77,992,no,no,cellular,27,apr,147,2,182,2,failure,no
blue-collar,married,primary,no,63,115,no,no,telephone,27,apr,325,1,180,7,failure,yes
management,single,tertiary,no,31,725,yes,no,cellular,27,apr,345,1,452,1,other,no
retired,married,primary,no,68,7945,no,no,cellular,27,apr,252,1,181,1,failure,no
housemaid,married,primary,no,61,848,no,no,cellular,27,apr,605,1,187,1,other,no
unemployed,single,secondary,no,37,2722,no,no,telephone,27,apr,426,2,179,3,other,yes
management,single,tertiary,no,26,1438,no,no,cellular,27,apr,321,1,449,1,other,yes
admin.,married,tertiary,no,37,103,yes,yes,cellular,27,apr,81,3,-1,0,unknown,no
admin.,married,unknown,no,54,140,no,no,telephone,27,apr,473,2,182,2,failure,yes
admin.,single,secondary,no,30,915,yes,no,unknown,27,apr,370,1,-1,0,unknown,yes
retired,married,secondary,no,61,1058,no,no,cellular,27,apr,159,3,-1,0,unknown,yes
admin.,married,secondary,no,37,55,yes,yes,cellular,27,apr,99,1,329,4,other,no
retired,married,secondary,no,70,616,no,no,cellular,27,apr,149,2,182,1,failure,no
retired,married,secondary,no,69,0,no,no,cellular,28,apr,184,2,126,2,other,yes
self-employed,married,unknown,no,76,4984,no,no,telephone,28,apr,403,1,182,1,success,yes
management,single,tertiary,no,30,697,no,no,cellular,28,apr,545,2,181,8,success,yes
retired,married,primary,no,66,1004,no,no,cellular,28,apr,154,1,182,1,success,no
retired,married,secondary,no,64,4787,no,no,cellular,28,apr,392,1,182,1,success,yes
housemaid,married,secondary,no,55,962,yes,no,cellular,28,apr,623,1,181,3,success,yes
technician,married,tertiary,no,55,1320,no,no,cellular,28,apr,387,2,-1,0,unknown,yes
admin.,married,tertiary,no,32,284,yes,no,cellular,29,apr,717,3,-1,0,unknown,yes
management,single,tertiary,no,56,15311,no,no,cellular,29,apr,157,6,-1,0,unknown,no
management,single,tertiary,no,39,5047,no,no,cellular,29,apr,218,4,-1,0,unknown,yes
management,single,tertiary,no,29,2955,no,no,cellular,29,apr,226,2,-1,0,unknown,yes
unemployed,married,tertiary,no,41,0,no,no,cellular,29,apr,882,1,181,3,success,yes
retired,divorced,primary,no,79,20,no,no,cellular,29,apr,165,2,182,1,other,no
management,married,tertiary,no,59,1,yes,no,cellular,29,apr,210,1,-1,0,unknown,yes
technician,married,secondary,no,56,0,yes,yes,cellular,29,apr,152,1,223,3,other,no
retired,married,primary,no,63,12067,no,no,telephone,29,apr,660,1,191,1,failure,yes
technician,single,secondary,no,49,1245,no,no,cellular,29,apr,115,2,198,2,failure,no
admin.,married,secondary,no,45,3006,no,no,cellular,29,apr,388,2,-1,0,unknown,yes
admin.,married,secondary,no,48,2533,no,no,cellular,29,apr,714,2,633,1,failure,no
technician,single,tertiary,no,32,388,no,no,cellular,29,apr,250,3,-1,0,unknown,yes
management,single,tertiary,no,33,952,yes,no,cellular,29,apr,1241,5,-1,0,unknown,yes
technician,single,secondary,no,28,631,no,no,cellular,29,apr,835,7,-1,0,unknown,no
self-employed,married,tertiary,no,41,0,yes,no,telephone,29,apr,395,3,426,1,other,yes
student,single,secondary,no,25,108,no,no,cellular,29,apr,305,3,-1,0,unknown,yes
admin.,married,secondary,no,47,707,yes,no,cellular,29,apr,152,3,-1,0,unknown,no
management,married,secondary,no,37,565,no,no,cellular,29,apr,449,1,398,1,success,yes
student,single,secondary,no,19,329,no,no,cellular,30,apr,169,1,190,2,success,yes
management,married,tertiary,no,32,6138,no,no,cellular,30,apr,211,2,196,7,success,no
retired,divorced,secondary,no,61,4243,no,no,cellular,30,apr,315,1,182,2,success,yes
unemployed,single,tertiary,no,40,72,no,no,cellular,30,apr,463,1,-1,0,unknown,yes
management,married,tertiary,no,30,4328,no,no,cellular,30,apr,262,3,189,11,other,yes
services,married,secondary,no,37,4017,no,no,cellular,30,apr,665,2,196,1,success,yes
unemployed,married,secondary,no,45,7203,no,no,cellular,30,apr,572,2,-1,0,unknown,no
admin.,single,tertiary,no,35,364,no,yes,cellular,30,apr,148,1,-1,0,unknown,no
technician,married,tertiary,no,54,395,no,no,cellular,30,apr,183,1,183,2,success,yes
admin.,married,secondary,no,49,0,no,no,cellular,30,apr,551,1,-1,0,unknown,yes
technician,married,secondary,no,60,2389,yes,yes,cellular,4,may,287,1,-1,0,unknown,no
admin.,married,secondary,no,45,205,no,no,cellular,4,may,552,1,90,2,success,yes
management,married,tertiary,no,38,238,no,no,cellular,4,may,131,1,90,2,success,no
blue-collar,married,secondary,no,48,1730,yes,no,cellular,4,may,361,1,89,3,success,yes
management,married,tertiary,no,48,0,yes,no,cellular,4,may,85,1,61,5,failure,no
blue-collar,married,primary,no,60,5,no,no,cellular,4,may,494,1,95,2,success,yes
unemployed,single,secondary,no,34,1965,no,no,telephone,4,may,714,1,-1,0,unknown,yes
housemaid,married,secondary,no,45,360,no,no,cellular,4,may,113,1,182,1,success,no
technician,married,secondary,no,50,402,no,no,cellular,4,may,165,1,180,2,failure,no
housemaid,single,tertiary,no,29,19,no,no,cellular,4,may,268,1,88,4,success,yes
retired,married,tertiary,no,77,7802,no,no,telephone,4,may,421,1,92,2,success,yes
services,married,secondary,no,33,1697,no,no,cellular,4,may,489,1,182,1,success,yes
unemployed,married,tertiary,no,36,7222,yes,no,cellular,4,may,104,1,181,5,failure,no
management,single,tertiary,no,51,4305,yes,no,cellular,4,may,126,1,-1,0,unknown,no
unemployed,single,tertiary,no,35,415,no,no,cellular,4,may,164,2,89,2,success,yes
management,married,unknown,no,64,2352,no,no,cellular,4,may,153,2,182,11,success,yes
retired,married,primary,no,80,155,no,no,telephone,4,may,209,1,53,3,success,yes
self-employed,married,tertiary,no,34,263,no,no,cellular,4,may,203,1,78,8,other,no
retired,married,primary,no,70,4982,no,no,cellular,4,may,794,2,-1,0,unknown,no
admin.,single,secondary,no,29,3528,no,no,cellular,4,may,104,1,208,1,success,no
technician,single,tertiary,no,26,401,no,no,cellular,5,may,188,2,-1,0,unknown,yes
admin.,married,tertiary,no,32,390,yes,yes,cellular,5,may,100,1,243,1,other,no
admin.,married,tertiary,no,33,79,yes,no,cellular,5,may,389,1,195,4,success,yes
management,married,secondary,no,37,565,no,no,cellular,5,may,329,1,6,2,success,no
management,married,tertiary,no,30,451,no,no,cellular,5,may,173,1,274,3,failure,no
technician,single,tertiary,no,41,1646,yes,no,cellular,5,may,258,1,90,7,success,yes
management,single,tertiary,no,28,437,no,no,cellular,5,may,338,1,-1,0,unknown,yes
retired,married,secondary,no,74,935,no,no,cellular,5,may,226,1,99,2,failure,yes
blue-collar,single,secondary,no,33,228,no,no,telephone,5,may,110,1,89,4,failure,no
student,single,unknown,no,29,2929,no,no,cellular,5,may,232,1,89,4,other,yes
student,single,secondary,no,26,440,no,no,unknown,5,may,54,1,-1,0,unknown,no
